"id","loan_amount","annual_income","issue_date","dti","int_rate","grade","sub_grade","term_months","total_payment","profit","loan_status"
524215,"10000","99000","2021-06-10","4.07","17.93","E","E5",60,"6722","-3278","Charged Off"
741729,"3500","116004","2021-05-11","19.20","17.99","E","E1",60,"4616","1116","Charged Off"
1036113,"5050","67517.64","2021-11-11","10.45","21.67","F","F3",60,"2484","-2566","Charged Off"
715837,"16000","60000","2021-04-11","16.58","9.63","B","B1",60,"15175","-825","Charged Off"
540131,"6000","45996","2021-07-10","16.72","13.23","C","C1",60,"411","-5589","Charged Off"
605282,"9250","26000","2021-11-10","18.65","12.61","C","C2",60,"417","-8833","Charged Off"
772043,"3500","54000","2021-06-11","8.38","10.59","B","B2",60,"2111","-1389","Charged Off"
642467,"5000","36000","2021-01-11","13.03","9.99","B","B4",60,"1423","-3577","Charged Off"
517140,"6000","66000","2021-05-10","8.20","10.99","B","B4",60,"6698","698","Charged Off"
773935,"10000","43008","2021-06-11","19.95","11.49","B","B4",60,"8704","-1296","Charged Off"
614014,"15000","43000","2021-12-10","7.34","10.36","B","B5",60,"6039","-8961","Charged Off"
717212,"5125","18900","2021-04-11","25.90","10.74","B","B4",60,"2700","-2425","Charged Off"
642860,"3450","70000","2021-01-11","11.81","9.99","B","B4",60,"1676","-1774","Charged Off"
867876,"2500","46072","2021-09-11","13.21","12.99","C","C1",60,"113","-2387","Charged Off"
537043,"3300","30504","2021-06-10","18.88","13.23","C","C1",60,"958","-2342","Charged Off"
769906,"7200","63996","2021-06-11","1.09","13.49","C","C2",60,"7889","689","Charged Off"
807350,"7800","75000","2021-07-11","11.68","12.99","C","C1",60,"6435","-1365","Charged Off"
745618,"2800","20496","2021-05-11","7.26","14.79","C","C4",60,"1187","-1613","Charged Off"
880366,"4000","21158","2021-09-11","11.70","14.65","C","C3",60,"3929","-71","Charged Off"
816061,"2100","48000","2021-07-11","8.20","13.99","C","C3",60,"1121","-979","Charged Off"
516418,"3000","60000","2021-05-10","17.66","12.73","C","C1",60,"730","-2270","Charged Off"
524955,"10000","54000","2021-06-10","23.15","13.98","C","C3",60,"790","-9210","Charged Off"
871319,"3600","64668","2021-09-11","17.68","14.79","C","C4",60,"867","-2733","Charged Off"
582908,"12000","122004","2021-09-10","13.15","15.58","D","D3",60,"11506","-494","Charged Off"
557811,"3600","46000","2021-08-10","19.57","15.58","D","D3",60,"4769","1169","Charged Off"
577364,"9600","100400","2021-09-10","20.13","16.32","D","D5",60,"6265","-3335","Charged Off"
544191,"4800","63624","2021-07-10","5.68","15.95","D","D4",60,"1243","-3557","Charged Off"
854864,"3000","33804","2021-08-11","16.68","16.89","D","D4",60,"1250","-1750","Charged Off"
527104,"2400","20800","2021-06-10","10.44","16.32","D","D5",60,"484","-1916","Charged Off"
535515,"5000","27000","2021-06-10","12.49","17.93","E","E5",60,"1591","-3409","Charged Off"
716270,"1200","32652","2021-04-11","12.27","16.40","E","E1",60,"1210","10","Charged Off"
651496,"12000","70000","2021-01-11","20.69","17.51","E","E4",60,"6551","-5449","Charged Off"
520447,"3700","50001.56","2021-05-10","21.73","16.45","E","E1",60,"814","-2886","Charged Off"
522028,"11200","38400","2021-06-10","24.41","16.45","E","E1",60,"2352","-8848","Charged Off"
857376,"8000","72780","2021-08-11","7.42","20.99","F","F3",60,"5626","-2374","Charged Off"
667624,"13700","30000","2021-02-11","19.88","19.36","F","F4",60,"2090","-11610","Charged Off"
528277,"10000","51600","2021-06-10","10.28","15.95","D","D4",60,"6345","-3655","Charged Off"
808015,"12000","50000","2021-07-11","12.55","13.49","C","C2",60,"11746","-254","Charged Off"
763907,"7500","33600","2021-05-11","8.39","20.62","F","F2",60,"3036","-4464","Charged Off"
978745,"4200","50004","2021-10-11","14.59","8.90","A","A5",60,"5201","1001","Fully Paid"
992019,"12000","52000","2021-10-11","9.69","7.90","A","A4",60,"13252","1252","Fully Paid"
699264,"10000","85000","2021-03-11","0.56","7.66","A","A5",60,"10682","682","Fully Paid"
891646,"14300","38400","2021-10-11","20.09","7.90","A","A4",60,"17237","2937","Fully Paid"
867853,"6000","33996","2021-09-11","16.94","8.49","A","A5",60,"6043","43","Fully Paid"
1052181,"12000","33280","2021-12-11","9.30","8.90","A","A5",60,"13792","1792","Fully Paid"
526872,"12250","35000","2021-10-10","13.61","6.17","A","A3",60,"14221","1971","Fully Paid"
523466,"4000","28800","2021-06-10","7.33","7.88","A","A5",60,"4616","616","Fully Paid"
600005,"16000","91985.28","2021-10-10","6.51","6.54","A","A4",60,"11083","-4917","Fully Paid"
600624,"7800","71004","2021-10-10","7.88","6.17","A","A3",60,"9056","1256","Fully Paid"
578994,"14500","47000","2021-09-10","6.59","10.75","B","B2",60,"18357","3857","Fully Paid"
533664,"6000","75000","2021-06-10","13.66","11.49","B","B4",60,"7861","1861","Fully Paid"
533839,"8000","65028","2021-06-10","19.21","10.38","B","B1",60,"9939","1939","Fully Paid"
835269,"9300","85000","2021-08-11","27.28","9.99","B","B1",60,"9604","304","Fully Paid"
628955,"3600","62000","2021-12-10","14.73","9.25","B","B2",60,"3836","236","Fully Paid"
543579,"5600","60000","2021-07-10","15.98","10.75","B","B2",60,"6986","1386","Fully Paid"
715830,"10000","54000","2021-04-11","0.91","10.37","B","B3",60,"12303","2303","Fully Paid"
804184,"15000","60000","2021-07-11","12.80","10.99","B","B3",60,"19547","4547","Fully Paid"
676123,"6000","118800","2021-02-11","16.39","10.37","B","B3",60,"7705","1705","Fully Paid"
654677,"13000","72000","2021-01-11","7.98","10.74","B","B4",60,"16260","3260","Fully Paid"
678697,"17000","59000","2021-02-11","3.42","11.11","B","B5",60,"21282","4282","Fully Paid"
802591,"15000","37000","2021-07-11","7.30","9.99","B","B1",60,"16175","1175","Fully Paid"
543297,"15000","59000","2021-07-10","4.50","10.75","B","B2",60,"14851","-149","Fully Paid"
841758,"14400","60852","2021-08-11","11.89","10.99","B","B3",60,"17856","3456","Fully Paid"
764563,"7500","50000","2021-05-11","0.48","9.99","B","B1",60,"8133","633","Fully Paid"
805466,"15000","80000","2021-07-11","7.38","10.99","B","B3",60,"16531","1531","Fully Paid"
642852,"7600","54400","2021-01-11","9.82","9.99","B","B4",60,"8129","529","Fully Paid"
522525,"10000","93000","2021-06-10","1.73","11.49","B","B4",60,"9796","-204","Fully Paid"
616749,"3000","45000","2021-11-10","19.49","9.99","B","B4",60,"3738","738","Fully Paid"
568471,"6000","56550","2021-08-10","19.61","11.12","B","B3",60,"7540","1540","Fully Paid"
822310,"10000","39000","2021-07-11","16.31","11.49","B","B4",60,"11882","1882","Fully Paid"
526636,"9000","69996","2021-06-10","8.66","11.49","B","B4",60,"11684","2684","Fully Paid"
728204,"6500","50000","2021-04-11","9.00","11.11","B","B5",60,"6745","245","Fully Paid"
822880,"2000","80400","2021-07-11","7.91","11.49","B","B4",60,"2522","522","Fully Paid"
875562,"4800","80004","2021-09-11","9.24","11.99","B","B5",60,"5840","1040","Fully Paid"
557642,"9500","60000","2021-08-10","11.70","11.12","B","B3",60,"10330","830","Fully Paid"
795536,"16000","56004","2021-06-11","14.46","11.49","B","B4",60,"17032","1032","Fully Paid"
758575,"7500","58608","2021-05-11","15.83","12.99","C","C1",60,"9160","1660","Fully Paid"
803560,"20000","49200","2021-07-11","16.85","13.49","C","C2",60,"26907","6907","Fully Paid"
866933,"15000","107000","2021-09-11","20.40","13.49","C","C2",60,"20607","5607","Fully Paid"
825558,"6000","62160","2021-07-11","14.38","13.49","C","C2",60,"8126","2126","Fully Paid"
806046,"9600","59000","2021-07-11","13.44","13.49","C","C2",60,"13143","3543","Fully Paid"
517108,"16000","95004","2021-05-10","16.00","13.11","C","C2",60,"13919","-2081","Fully Paid"
1055682,"1800","92496","2021-12-11","20.90","14.27","C","C2",60,"2353","553","Fully Paid"
851224,"9900","65196","2021-08-11","12.74","13.49","C","C2",60,"13617","3717","Fully Paid"
626281,"15000","78000","2021-12-10","18.00","12.23","C","C1",60,"12880","-2120","Fully Paid"
642839,"5400","78000","2021-01-11","18.00","12.23","C","C1",60,"7245","1845","Fully Paid"
795409,"10550","128000","2021-06-11","5.75","13.49","C","C2",60,"13540","2990","Fully Paid"
627833,"3000","50000","2021-12-10","7.66","12.61","C","C2",60,"3833","833","Fully Paid"
807193,"4200","48000","2021-07-11","7.58","13.99","C","C3",60,"5449","1249","Fully Paid"
545352,"4800","90000","2021-07-10","16.41","13.23","C","C1",60,"6602","1802","Fully Paid"
628653,"6400","54996","2021-12-10","13.70","13.35","C","C4",60,"7999","1599","Fully Paid"
862587,"10000","39996","2021-09-11","20.61","12.99","C","C1",60,"12593","2593","Fully Paid"
558899,"2825","45000","2021-08-10","15.63","13.23","C","C1",60,"3876","1051","Fully Paid"
851758,"5000","50004","2021-08-11","3.62","13.49","C","C2",60,"6073","1073","Fully Paid"
557549,"5000","96504","2021-08-10","19.42","16.32","D","D5",60,"7342","2342","Fully Paid"
605562,"15000","62004","2021-10-10","21.93","15.20","D","D4",60,"20281","5281","Fully Paid"
524049,"7000","41004","2021-06-10","3.34","15.21","D","D2",60,"10038","3038","Fully Paid"
608600,"14000","91200","2021-11-10","21.82","15.20","D","D4",60,"19688","5688","Fully Paid"
774664,"8000","50000","2021-06-11","11.69","17.49","D","D5",60,"11278","3278","Fully Paid"
632245,"10000","32000","2021-12-10","4.73","17.06","E","E4",60,"14931","4931","Fully Paid"
746876,"8400","35000","2021-05-11","22.25","17.99","E","E1",60,"12796","4396","Fully Paid"
655520,"6000","54996","2021-01-11","16.06","16.77","E","E2",60,"8828","2828","Fully Paid"
776440,"3600","125004","2021-06-11","12.84","18.39","E","E2",60,"4499","899","Fully Paid"
800482,"2400","38532","2021-06-11","14.11","17.99","E","E1",60,"3395","995","Fully Paid"
567894,"3250","20400","2021-08-10","19.41","16.45","E","E1",60,"4789","1539","Fully Paid"
653170,"7200","42307.2","2021-01-11","1.67","16.40","E","E1",60,"10001","2801","Fully Paid"
850534,"10000","84000","2021-08-11","21.56","19.69","E","E5",60,"13073","3073","Fully Paid"
813696,"12800","67000","2021-07-11","14.26","18.39","E","E2",60,"18129","5329","Fully Paid"
839744,"15600","110328","2021-08-11","16.01","20.99","F","F3",60,"17197","1597","Fully Paid"
710167,"14600","185000","2021-03-11","21.55","21.59","G","G5",60,"24249","9649","Fully Paid"
749872,"2500","47496","2021-05-11","2.15","10.59","B","B2",60,"3097","597","Fully Paid"
809174,"2650","63000","2021-07-11","20.84","10.99","B","B3",60,"3443","793","Fully Paid"
589755,"3500","20004","2021-10-10","4.56","11.49","B","B4",60,"4613","1113","Fully Paid"
530935,"10000","97650","2021-06-10","13.31","13.61","C","C2",60,"13467","3467","Fully Paid"
838228,"6000","84000","2021-08-11","2.14","12.99","C","C1",60,"7816","1816","Fully Paid"
759184,"5000","38004","2021-05-11","9.50","19.69","E","E5",60,"7897","2897","Fully Paid"
814147,"10000","60000","2021-07-11","22.70","19.29","E","E4",60,"14103","4103","Fully Paid"
811924,"2400","12000","2021-07-11","3.00","17.99","E","E1",60,"2450","50","Fully Paid"
747335,"19000","30720","2021-05-11","9.92","20.25","F","F1",60,"30361","11361","Fully Paid"
520264,"1000","44564","2021-05-10","19.01","7.14","A","A3",60,"1180","180","Fully Paid"
594164,"4750","35004","2021-10-10","13.78","7.88","A","A5",60,"5720","970","Fully Paid"
728696,"12000","98000","2021-04-11","6.73","7.66","A","A5",60,"14045","2045","Fully Paid"
514895,"12500","37020","2021-05-10","20.55","7.51","A","A4",60,"10116","-2384","Fully Paid"
589767,"5000","27096","2021-10-10","11.74","6.54","A","A4",60,"5875","875","Fully Paid"
549645,"6000","50650","2021-07-10","13.08","10.38","B","B1",60,"6443","443","Fully Paid"
517374,"10000","41926","2021-05-10","14.37","10.99","B","B4",60,"11795","1795","Fully Paid"
635634,"7000","50000","2021-02-11","1.17","10.37","B","B3",60,"8228","1228","Fully Paid"
520869,"5000","80000","2021-05-10","4.83","10.62","B","B3",60,"6433","1433","Fully Paid"
732470,"2000","16000","2021-05-11","23.18","10.99","B","B3",60,"2489","489","Fully Paid"
731998,"5000","40000","2021-04-11","2.22","11.11","B","B5",60,"5568","568","Fully Paid"
834298,"15000","65004","2021-08-11","11.09","11.99","B","B5",60,"17336","2336","Fully Paid"
884582,"3500","68400","2021-09-11","17.44","12.69","B","B5",60,"4735","1235","Fully Paid"
532050,"6000","50000","2021-06-10","12.05","10.38","B","B1",60,"7382","1382","Fully Paid"
588668,"7500","66000","2021-09-10","12.73","11.12","B","B3",60,"9700","2200","Fully Paid"
609115,"12000","39996","2021-11-10","14.19","9.62","B","B3",60,"15164","3164","Fully Paid"
561828,"4000","35000","2021-08-10","15.13","11.49","B","B4",60,"4038","38","Fully Paid"
1050137,"3000","46008","2021-12-11","18.23","12.42","B","B4",60,"3181","181","Fully Paid"
543277,"6000","30000","2021-07-10","19.24","11.86","B","B5",60,"7982","1982","Fully Paid"
1005050,"14000","51996","2021-11-11","14.15","10.65","B","B2",60,"18053","4053","Fully Paid"
549701,"8400","34500","2021-07-10","24.35","11.49","B","B4",60,"9015","615","Fully Paid"
698536,"10500","72000","2021-03-11","9.62","11.11","B","B5",60,"13732","3232","Fully Paid"
582782,"10500","80004","2021-09-10","16.26","11.49","B","B4",60,"13852","3352","Fully Paid"
847628,"17000","49008","2021-08-11","16.99","11.99","B","B5",60,"22616","5616","Fully Paid"
522798,"4000","28800","2021-06-10","2.13","13.23","C","C1",60,"5463","1463","Fully Paid"
714951,"14000","61000","2021-03-11","16.54","13.06","C","C2",60,"19138","5138","Fully Paid"
557807,"8400","70000","2021-08-10","8.38","13.61","C","C2",60,"11616","3216","Fully Paid"
768628,"1500","25690","2021-05-11","6.91","12.99","C","C1",60,"1643","143","Fully Paid"
566162,"4000","30700","2021-08-10","23.65","13.98","C","C3",60,"5581","1581","Fully Paid"
774927,"7000","30996","2021-06-11","23.04","15.23","C","C5",60,"8505","1505","Fully Paid"
702385,"8000","84996","2021-03-11","9.87","14.17","C","C5",60,"11190","3190","Fully Paid"
590568,"7800","33996","2021-10-10","16.27","13.61","C","C2",60,"9155","1355","Fully Paid"
753279,"7200","127500","2021-05-11","12.36","13.49","C","C2",60,"8036","836","Fully Paid"
1002171,"2500","40296","2021-10-11","22.60","15.96","C","C5",60,"2754","254","Fully Paid"
747470,"5000","43200","2021-05-11","19.00","12.99","C","C1",60,"6281","1281","Fully Paid"
695720,"4200","42000","2021-03-11","2.63","14.91","D","D2",60,"5999","1799","Fully Paid"
999497,"16000","62000","2021-11-11","16.65","16.77","D","D2",60,"21905","5905","Fully Paid"
542021,"6000","70500","2021-07-10","12.15","16.32","D","D5",60,"8816","2816","Fully Paid"
656152,"6000","24960","2021-02-11","20.29","15.65","D","D4",60,"8688","2688","Fully Paid"
764097,"3000","15600","2021-05-11","19.00","15.99","D","D2",60,"3982","982","Fully Paid"
521132,"8500","21600","2021-05-10","16.78","15.70","D","D4",60,"11983","3483","Fully Paid"
608164,"9000","42000","2021-11-10","22.94","14.46","D","D2",60,"12564","3564","Fully Paid"
810849,"6000","41004","2021-07-11","19.52","15.99","D","D2",60,"7996","1996","Fully Paid"
516256,"10000","23004","2021-05-10","12.31","15.33","D","D3",60,"14378","4378","Fully Paid"
628087,"4000","117000","2021-12-10","17.57","14.46","D","D2",60,"5642","1642","Fully Paid"
685795,"12000","48000","2021-04-11","12.05","14.91","D","D2",60,"17095","5095","Fully Paid"
648007,"1600","70000","2021-01-11","1.59","15.20","D","D4",60,"2294","694","Fully Paid"
1015536,"12000","64000","2021-11-11","11.33","18.25","D","D5",60,"12185","185","Fully Paid"
722624,"4000","45252","2021-04-11","19.49","17.51","E","E4",60,"6030","2030","Fully Paid"
534192,"4500","20000","2021-06-10","8.76","16.82","E","E2",60,"6684","2184","Fully Paid"
548537,"5000","44904","2021-07-10","1.82","17.56","E","E4",60,"6046","1046","Fully Paid"
518158,"3150","69996","2021-05-10","23.42","16.45","E","E1",60,"4476","1326","Fully Paid"
524273,"6000","65000","2021-06-10","8.14","17.56","E","E4",60,"8781","2781","Fully Paid"
1025411,"5700","40000","2021-11-11","12.27","19.03","E","E2",60,"6401","701","Fully Paid"
570654,"2000","45000","2021-08-10","24.32","16.45","E","E1",60,"2947","947","Fully Paid"
557187,"5500","24000","2021-08-10","19.65","16.45","E","E1",60,"8104","2604","Fully Paid"
517521,"5000","28224","2021-05-10","5.06","17.19","E","E3",60,"7048","2048","Fully Paid"
739328,"8000","60000","2021-05-11","7.70","18.25","F","F1",60,"10893","2893","Fully Paid"
795685,"5000","110004","2021-06-11","5.50","20.25","F","F1",60,"7678","2678","Fully Paid"
864657,"14000","90000","2021-09-11","20.29","20.99","F","F3",60,"17614","3614","Fully Paid"
666719,"9000","32000","2021-02-11","20.06","20.48","G","G2",60,"11765","2765","Fully Paid"
979157,"1600","18000","2021-10-11","0.00","20.30","E","E5",60,"2242","642","Fully Paid"
551973,"6000","34464","2021-07-10","7.31","13.98","C","C3",60,"8141","2141","Fully Paid"
833074,"14000","50000","2021-08-11","20.33","16.89","D","D4",60,"19898","5898","Fully Paid"
801657,"12000","70000","2021-07-11","8.74","16.49","D","D3",60,"17649","5649","Fully Paid"
621202,"4000","38000","2021-11-10","12.54","14.46","D","D2",60,"4777","777","Fully Paid"
987006,"12000","70008","2021-10-11","8.02","9.91","B","B1",60,"1526","-10474","Charged Off"
577862,"10000","89000","2021-09-10","6.98","10.75","B","B2",60,"864","-9136","Charged Off"
862354,"7600","95004","2021-08-11","2.49","10.99","B","B3",60,"6724","-876","Charged Off"
968565,"30000","82000","2021-10-11","0.22","11.71","B","B3",60,"9943","-20057","Charged Off"
599656,"12000","72000","2021-10-10","17.60","8.88","B","B1",60,"6451","-5549","Charged Off"
992218,"21000","53000","2021-10-11","13.06","12.42","B","B4",60,"4709","-16291","Charged Off"
622230,"4000","73125","2021-11-10","19.92","12.61","C","C2",60,"796","-3204","Charged Off"
741535,"20000","75000","2021-05-11","19.47","13.49","C","C2",60,"4600","-15400","Charged Off"
767902,"6000","105996","2021-05-11","17.79","13.49","C","C2",60,"2339","-3661","Charged Off"
835172,"12000","85356","2021-08-11","0.35","13.99","C","C3",60,"2738","-9262","Charged Off"
1048710,"7000","45996","2021-12-11","12.18","14.27","C","C2",60,"1512","-5488","Charged Off"
768189,"20000","71880","2021-06-11","20.07","16.49","D","D3",60,"5828","-14172","Charged Off"
763283,"9000","42000","2021-05-11","13.14","15.99","D","D2",60,"3069","-5931","Charged Off"
770892,"8400","163400","2021-06-11","4.16","15.99","D","D2",60,"8496","96","Charged Off"
706013,"8000","33996","2021-03-11","7.48","15.65","D","D4",60,"4577","-3423","Charged Off"
970518,"35000","130000","2021-10-11","9.87","20.30","E","E5",60,"18398","-16602","Charged Off"
641304,"10000","38400","2021-12-10","14.41","15.95","E","E1",60,"3638","-6362","Charged Off"
522644,"3200","30000","2021-05-10","12.16","17.19","E","E3",60,"239","-2961","Charged Off"
1045966,"16000","120000","2021-12-11","21.16","22.35","F","F5",60,"10324","-5676","Charged Off"
810093,"7600","33996","2021-07-11","21.92","10.59","B","B2",60,"5566","-2034","Charged Off"
1005161,"10000","100000","2021-11-11","2.75","10.65","B","B2",60,"2861","-7139","Charged Off"
579186,"6000","34200","2021-09-10","12.42","11.86","B","B5",60,"7438","1438","Charged Off"
967930,"16000","200000","2021-10-11","9.17","13.49","C","C2",60,"9193","-6807","Charged Off"
742923,"5600","30000","2021-05-11","11.80","14.79","C","C4",60,"2117","-3483","Charged Off"
741301,"4800","54996","2021-05-11","8.90","17.49","D","D5",60,"3086","-1714","Charged Off"
889794,"3600","21456","2021-09-11","4.14","19.42","E","E3",60,"299","-3301","Charged Off"
804073,"3000","17652","2021-07-11","0.00","22.11","G","G1",60,"498","-2502","Charged Off"
668258,"6400","47400","2021-02-11","10.10","10.00","B","B2",60,"3111","-3289","Charged Off"
594446,"3850","20796","2021-10-10","12.12","10.75","B","B2",60,"3704","-146","Charged Off"
835682,"11200","59040","2021-08-11","21.71","11.99","B","B5",60,"5230","-5970","Charged Off"
623299,"12000","70000","2021-12-10","11.81","9.99","B","B4",60,"5889","-6111","Charged Off"
883827,"9000","27000","2021-10-11","5.64","14.27","C","C2",60,"9059","59","Charged Off"
884963,"2500","54996","2021-09-11","15.75","15.96","C","C5",60,"2364","-136","Charged Off"
1014291,"9300","30000","2021-11-11","14.52","14.65","C","C3",60,"1187","-8113","Charged Off"
801412,"8000","23004","2021-07-11","18.78","16.49","D","D3",60,"7322","-678","Charged Off"
533748,"8000","200000","2021-06-10","11.29","15.58","D","D3",60,"4734","-3266","Charged Off"
723166,"3500","39996","2021-04-11","16.68","14.91","D","D2",60,"1193","-2307","Charged Off"
1003720,"4000","45000","2021-11-11","7.37","17.27","D","D3",60,"827","-3173","Charged Off"
796137,"1500","12000","2021-06-11","0.00","15.99","D","D2",60,"1864","364","Charged Off"
712283,"4800","69996","2021-03-11","23.61","15.28","D","D3",60,"1716","-3084","Charged Off"
864535,"12000","41548.8","2021-09-11","5.57","15.99","D","D2",60,"14830","2830","Charged Off"
864185,"13200","36000","2021-09-11","11.93","15.99","D","D2",60,"10168","-3032","Charged Off"
849761,"4000","35832","2021-08-11","4.02","16.89","D","D4",60,"3259","-741","Charged Off"
775634,"21000","89916","2021-06-11","20.47","16.89","D","D4",60,"9306","-11694","Charged Off"
589452,"10000","48000","2021-09-10","11.25","15.21","D","D2",60,"1619","-8381","Charged Off"
809235,"5600","52416","2021-07-11","19.78","15.99","D","D2",60,"6891","1291","Charged Off"
696639,"2100","12000","2021-03-11","18.90","15.65","D","D4",60,"856","-1244","Charged Off"
626989,"2100","45000","2021-12-10","14.11","14.83","D","D3",60,"515","-1585","Charged Off"
554767,"9000","41004","2021-08-10","18.93","15.58","D","D3",60,"12298","3298","Charged Off"
980494,"16000","215000","2021-10-11","13.99","19.91","E","E4",60,"5517","-10483","Charged Off"
751654,"2525","42000","2021-05-11","1.71","17.99","E","E1",60,"3438","913","Charged Off"
1040959,"8000","108000","2021-12-11","17.30","19.03","E","E2",60,"2505","-5495","Charged Off"
746531,"5000","36000","2021-05-11","5.10","19.29","E","E4",60,"4870","-130","Charged Off"
762147,"3300","41004","2021-05-11","11.12","18.79","E","E3",60,"3971","671","Charged Off"
717550,"2400","14004","2021-04-11","6.86","16.40","E","E1",60,"2563","163","Charged Off"
806164,"5400","18996","2021-07-11","9.29","18.39","E","E2",60,"1657","-3743","Charged Off"
798434,"5000","35000","2021-07-11","7.27","18.79","E","E3",60,"128","-4872","Charged Off"
985493,"13000","70596","2021-10-11","7.84","19.03","E","E2",60,"12810","-190","Charged Off"
869561,"14300","30000","2021-09-11","19.20","20.62","F","F2",60,"3446","-10854","Charged Off"
1002894,"12850","60000","2021-11-11","1.36","22.74","G","G1",60,"5334","-7516","Charged Off"
871228,"19200","80000","2021-09-11","9.95","22.85","G","G3",60,"8518","-10682","Charged Off"
844784,"10000","80004","2021-08-11","6.33","13.99","C","C3",60,"4628","-5372","Charged Off"
775378,"5000","65004","2021-06-11","3.43","15.99","D","D2",60,"6079","1079","Charged Off"
778955,"8000","50000","2021-06-11","7.61","18.39","E","E2",60,"762","-7238","Charged Off"
620390,"14100","50674.4","2021-12-10","14.30","17.80","F","F1",60,"12007","-2093","Charged Off"
630574,"4000","26400","2021-12-10","22.91","9.99","B","B4",60,"2775","-1225","Charged Off"
728052,"12000","46000","2021-04-11","9.39","15.65","D","D4",60,"1106","-10894","Charged Off"
764124,"6725","75000","2021-06-11","8.58","17.99","E","E1",60,"7683","958","Charged Off"
519560,"5200","57000","2021-05-10","8.46","6.76","A","A2",60,"5564","364","Fully Paid"
602680,"4500","70000","2021-10-10","18.50","6.17","A","A3",60,"5241","741","Fully Paid"
841158,"6000","72744","2021-08-11","15.62","7.49","A","A4",60,"6676","676","Fully Paid"
682198,"7500","74000","2021-03-11","27.10","7.66","A","A5",60,"8634","1134","Fully Paid"
527801,"9000","57000","2021-06-10","8.00","7.88","A","A5",60,"10022","1022","Fully Paid"
605355,"15000","65000","2021-11-10","11.22","6.91","A","A5",60,"10334","-4666","Fully Paid"
516093,"10800","60000","2021-06-10","13.34","7.51","A","A4",60,"8326","-2474","Fully Paid"
988221,"16000","30000","2021-10-11","10.88","12.69","B","B5",60,"20290","4290","Fully Paid"
791975,"15500","99996","2021-06-11","10.72","11.99","B","B5",60,"20402","4902","Fully Paid"
633936,"3200","75600","2021-12-10","23.24","9.62","B","B3",60,"3251","51","Fully Paid"
839625,"3525","129996","2021-08-11","16.74","10.99","B","B3",60,"4545","1020","Fully Paid"
676637,"18000","70800","2021-02-11","6.54","11.11","B","B5",60,"23541","5541","Fully Paid"
574418,"2400","90996","2021-09-10","11.38","10.75","B","B2",60,"3113","713","Fully Paid"
669678,"8800","60000","2021-02-11","3.84","9.63","B","B1",60,"11068","2268","Fully Paid"
847435,"12000","81996","2021-08-11","7.17","10.99","B","B3",60,"13024","1024","Fully Paid"
742323,"7000","106452","2021-05-11","16.33","11.99","B","B5",60,"9204","2204","Fully Paid"
709505,"7000","75000","2021-03-11","12.72","10.74","B","B4",60,"7699","699","Fully Paid"
554959,"4800","93000","2021-07-10","0.52","10.38","B","B1",60,"6173","1373","Fully Paid"
629688,"12000","110000","2021-12-10","16.54","9.99","B","B4",60,"15280","3280","Fully Paid"
1041019,"25000","75000","2021-12-11","0.32","12.69","B","B5",60,"26192","1192","Fully Paid"
715900,"3500","63996","2021-04-11","22.84","12.68","C","C1",60,"4744","1244","Fully Paid"
1010083,"13000","66000","2021-11-11","5.91","13.49","C","C1",60,"17026","4026","Fully Paid"
719149,"18250","70000","2021-04-11","24.10","12.68","C","C1",60,"22187","3937","Fully Paid"
551367,"5600","1176000","2021-07-10","1.22","13.61","C","C2",60,"7750","2150","Fully Paid"
735124,"26000","90696","2021-05-11","3.28","13.06","C","C2",60,"28296","2296","Fully Paid"
800892,"20000","80000","2021-07-11","7.18","12.99","C","C1",60,"23493","3493","Fully Paid"
535976,"16000","97000","2021-06-10","21.35","13.23","C","C1",60,"20766","4766","Fully Paid"
720594,"4500","120000","2021-04-11","18.25","13.80","C","C4",60,"5293","793","Fully Paid"
1049832,"9400","29280","2021-12-11","0.74","15.27","C","C4",60,"12105","2705","Fully Paid"
816411,"12000","34320","2021-08-11","11.89","15.23","C","C5",60,"10412","-1588","Fully Paid"
775014,"12000","46968","2021-06-11","16.50","12.87","C","C1",60,"16002","4002","Fully Paid"
753401,"16000","64000","2021-05-11","18.60","14.79","C","C4",60,"12345","-3655","Fully Paid"
811503,"3600","98004","2021-07-11","14.29","15.23","C","C5",60,"4663","1063","Fully Paid"
1039489,"9300","75000","2021-12-11","3.62","14.27","C","C2",60,"10541","1241","Fully Paid"
648302,"16000","58000","2021-01-11","17.69","12.61","C","C2",60,"21652","5652","Fully Paid"
892936,"31500","132000","2021-10-11","6.01","15.96","C","C5",60,"34334","2834","Fully Paid"
633790,"16000","106000","2021-12-10","12.59","13.35","C","C4",60,"21555","5555","Fully Paid"
517179,"3000","41159","2021-07-10","2.22","15.21","D","D2",60,"3932","932","Fully Paid"
857087,"13000","85000","2021-08-11","14.47","16.49","D","D3",60,"15820","2820","Fully Paid"
666334,"15000","94092","2021-02-11","7.75","15.65","D","D4",60,"21538","6538","Fully Paid"
778171,"35000","128000","2021-06-11","8.03","17.49","D","D5",60,"34501","-499","Fully Paid"
798551,"19000","110000","2021-07-11","9.81","16.49","D","D3",60,"20468","1468","Fully Paid"
615620,"10000","95000","2021-11-10","17.31","15.57","D","D5",60,"14454","4454","Fully Paid"
631740,"16000","119600","2021-12-10","8.50","15.57","D","D5",60,"19677","3677","Fully Paid"
614024,"1000","33276","2021-11-10","11.86","14.46","D","D2",60,"1052","52","Fully Paid"
